load,tempc,year,month,day,hour
2707,-8,2017,1,27,2
2606,-6,2017,1,27,3
2616,-6,2017,1,27,4
2568,-6,2017,1,27,5
2574,-6,2017,1,27,6
2655,-7,2017,1,27,7
2785,-6,2017,1,27,8
2816,-5,2017,1,27,9
2955,-2,2017,1,27,10
2924,-2,2017,1,27,11
3026,0,2017,1,27,12
2969,0,2017,1,27,13
2874,1,2017,1,27,14
2858,2,2017,1,27,15
2936,2,2017,1,27,16
2975,0,2017,1,27,17
3133,-1,2017,1,27,18
3325,-3,2017,1,27,19
3433,-3,2017,1,27,20
3410,-5,2017,1,27,21
3440,-5,2017,1,27,22
3116,-5,2017,1,27,23
2987,-5,2017,1,28,0
2815,-4,2017,1,28,1
2697,-7,2017,1,28,2
2670,-8,2017,1,28,3
2573,-7,2017,1,28,4
2605,-7,2017,1,28,5
2617,-6,2017,1,28,6
2957,-6,2017,1,28,7
3052,-6,2017,1,28,8
3288,-6,2017,1,28,9
3270,-6,2017,1,28,10
3367,-6,2017,1,28,11
3316,-7,2017,1,28,12
3395,-7,2017,1,28,13
3210,-6,2017,1,28,14
3280,-6,2017,1,28,15
3270,-6,2017,1,28,16
3189,-6,2017,1,28,17
3238,-7,2017,1,28,18
3412,-8,2017,1,28,19
3326,-9,2017,1,28,20
3311,-10,2017,1,28,21
3281,-10,2017,1,28,22
3109,-11,2017,1,28,23
2898,-11,2017,1,29,0
2755,-11,2017,1,29,1
2562,-11,2017,1,29,2
2511,-11,2017,1,29,3
2509,-12,2017,1,29,4
2630,-12,2017,1,29,5
2644,-12,2017,1,29,6
2851,-12,2017,1,29,7
3079,-13,2017,1,29,8
3224,-12,2017,1,29,9
3178,-11,2017,1,29,10
3231,-10,2017,1,29,11
3188,-8,2017,1,29,12
3134,-6,2017,1,29,13
3091,-3,2017,1,29,14
3066,-3,2017,1,29,15
3038,-3,2017,1,29,16
2936,-3,2017,1,29,17
3071,-5,2017,1,29,18
3272,-6,2017,1,29,19
3362,-7,2017,1,29,20
3247,-9,2017,1,29,21
3150,-10,2017,1,29,22
3028,-10,2017,1,29,23
2829,-11,2017,1,30,0
2635,-12,2017,1,30,1
2464,-12,2017,1,30,2
2408,-12,2017,1,30,3
2466,-13,2017,1,30,4
2473,-13,2017,1,30,5
2504,-14,2017,1,30,6
2683,-14,2017,1,30,7
3023,-14,2017,1,30,8
3211,-13,2017,1,30,9
3216,-9,2017,1,30,10
3218,-7,2017,1,30,11
3096,-4,2017,1,30,12
3013,-2,2017,1,30,13
2999,-1,2017,1,30,14
3187,0,2017,1,30,15
3030,1,2017,1,30,16
3081,-1,2017,1,30,17
3123,-3,2017,1,30,18
3263,-3,2017,1,30,19
3252,-3,2017,1,30,20
3206,-4,2017,1,30,21
3171,-6,2017,1,30,22
2918,-7,2017,1,30,23
2661,-7,2017,1,31,0
2500,-7,2017,1,31,1
2417,-5,2017,1,31,2
2368,-2,2017,1,31,3
2414,-2,2017,1,31,4
2394,-1,2017,1,31,5
2447,-1,2017,1,31,6
2682,-1,2017,1,31,7
2906,1,2017,1,31,8
3107,2,2017,1,31,9
3129,1,2017,1,31,10
3197,0,2017,1,31,11
3272,0,2017,1,31,12
3149,3,2017,1,31,13
3112,1,2017,1,31,14
3162,2,2017,1,31,15
3123,2,2017,1,31,16
3158,2,2017,1,31,17
3195,1,2017,1,31,18
3369,1,2017,1,31,19
3456,0,2017,1,31,20
3318,0,2017,1,31,21
3212,0,2017,1,31,22
3046,0,2017,1,31,23
2865,0,2017,2,1,0
2584,-2,2017,2,1,1
2495,-3,2017,2,1,2
2431,-3,2017,2,1,3
2440,-3,2017,2,1,4
2449,-3,2017,2,1,5
2486,-4,2017,2,1,6
2684,-4,2017,2,1,7
2950,-4,2017,2,1,8
3115,-4,2017,2,1,9
3118,-4,2017,2,1,10
3226,-4,2017,2,1,11
3168,-4,2017,2,1,12
3131,-3,2017,2,1,13
3057,-4,2017,2,1,14
3031,-4,2017,2,1,15
3010,-4,2017,2,1,16
3036,-5,2017,2,1,17
3145,-5,2017,2,1,18
3293,-6,2017,2,1,19
