load,tempc,year,month,day,hour
10070,-20,2017,1,26,12
9957,-18,2017,1,26,13
9883,-18,2017,1,26,14
9884,-17,2017,1,26,15
9912,-17,2017,1,26,16
9865,-18,2017,1,26,17
10153,-20,2017,1,26,18
10328,-21,2017,1,26,19
10300,-21,2017,1,26,20
10360,-21,2017,1,26,21
10392,-20,2017,1,26,22
10359,-21,2017,1,26,23
9931,-21,2017,1,27,0
9541,-21,2017,1,27,1
9499,-21,2017,1,27,2
9506,-23,2017,1,27,3
9468,-24,2017,1,27,4
9483,-24,2017,1,27,5
9509,-23,2017,1,27,6
9497,-25,2017,1,27,7
9629,-25,2017,1,27,8
9911,-27,2017,1,27,9
10054,-28,2017,1,27,10
10083,-26,2017,1,27,11
10231,-24,2017,1,27,12
10088,-23,2017,1,27,13
9993,-21,2017,1,27,14
9728,-20,2017,1,27,15
9836,-19,2017,1,27,16
9809,-20,2017,1,27,17
10202,-21,2017,1,27,18
10357,-23,2017,1,27,19
10374,-25,2017,1,27,20
10375,-26,2017,1,27,21
10265,-26,2017,1,27,22
10001,-26,2017,1,27,23
9804,-26,2017,1,28,0
9872,-26,2017,1,28,1
9879,-27,2017,1,28,2
9649,-28,2017,1,28,3
9652,-28,2017,1,28,4
9658,-27,2017,1,28,5
9683,-26,2017,1,28,6
9866,-26,2017,1,28,7
10306,-26,2017,1,28,8
10612,-26,2017,1,28,9
10643,-26,2017,1,28,10
10616,-24,2017,1,28,11
10646,-22,2017,1,28,12
10377,-20,2017,1,28,13
10067,-20,2017,1,28,14
10361,-19,2017,1,28,15
10630,-19,2017,1,28,16
10743,-19,2017,1,28,17
10872,-19,2017,1,28,18
11030,-19,2017,1,28,19
11144,-19,2017,1,28,20
11008,-20,2017,1,28,21
10799,-20,2017,1,28,22
10563,-20,2017,1,28,23
10385,-20,2017,1,29,0
10062,-20,2017,1,29,1
9900,-20,2017,1,29,2
9883,-20,2017,1,29,3
9875,-20,2017,1,29,4
9892,-20,2017,1,29,5
10054,-20,2017,1,29,6
10062,-20,2017,1,29,7
10314,-20,2017,1,29,8
10802,-19,2017,1,29,9
11047,-18,2017,1,29,10
10894,-17,2017,1,29,11
10866,-15,2017,1,29,12
10621,-14,2017,1,29,13
10367,-13,2017,1,29,14
10363,-13,2017,1,29,15
10351,-12,2017,1,29,16
10416,-11,2017,1,29,17
10604,-11,2017,1,29,18
10802,-11,2017,1,29,19
10758,-11,2017,1,29,20
10523,-10,2017,1,29,21
10399,-10,2017,1,29,22
10325,-10,2017,1,29,23
10086,-10,2017,1,30,0
9782,-10,2017,1,30,1
9664,-10,2017,1,30,2
9713,-9,2017,1,30,3
9678,-9,2017,1,30,4
10095,-9,2017,1,30,5
10075,-10,2017,1,30,6
10063,-10,2017,1,30,7
10163,-11,2017,1,30,8
10402,-10,2017,1,30,9
10460,-10,2017,1,30,10
10577,-10,2017,1,30,11
10610,-10,2017,1,30,12
10294,-10,2017,1,30,13
10289,-9,2017,1,30,14
10352,-9,2017,1,30,15
10372,-9,2017,1,30,16
10608,-11,2017,1,30,17
10585,-11,2017,1,30,18
10701,-12,2017,1,30,19
10662,-13,2017,1,30,20
10537,-14,2017,1,30,21
10447,-13,2017,1,30,22
10126,-13,2017,1,30,23
9665,-13,2017,1,31,0
9377,-13,2017,1,31,1
9207,-12,2017,1,31,2
9108,-11,2017,1,31,3
9194,-11,2017,1,31,4
9501,-11,2017,1,31,5
9563,-11,2017,1,31,6
9638,-13,2017,1,31,7
9946,-13,2017,1,31,8
10285,-13,2017,1,31,9
10633,-14,2017,1,31,10
10616,-14,2017,1,31,11
10589,-14,2017,1,31,12
10461,-15,2017,1,31,13
10335,-15,2017,1,31,14
10575,-16,2017,1,31,15
10516,-16,2017,1,31,16
10551,-16,2017,1,31,17
10711,-17,2017,1,31,18
11008,-18,2017,1,31,19
10968,-18,2017,1,31,20
10977,-18,2017,1,31,21
10732,-18,2017,1,31,22
10535,-20,2017,1,31,23
10229,-20,2017,2,1,0
10018,-21,2017,2,1,1
9660,-22,2017,2,1,2
9460,-22,2017,2,1,3
9608,-22,2017,2,1,4
9632,-23,2017,2,1,5
9501,-22,2017,2,1,6
9707,-22,2017,2,1,7
10068,-22,2017,2,1,8
10464,-20,2017,2,1,9
10668,-20,2017,2,1,10
10641,-19,2017,2,1,11
10459,-18,2017,2,1,12
10277,-17,2017,2,1,13
10128,-16,2017,2,1,14
10341,-15,2017,2,1,15
10149,-15,2017,2,1,16
10054,-15,2017,2,1,17
10360,-15,2017,2,1,18
10750,-16,2017,2,1,19
10924,-16,2017,2,1,20
10877,-16,2017,2,1,21
10572,-15,2017,2,1,22
10555,-15,2017,2,1,23
10119,-15,2017,2,2,0
9684,-15,2017,2,2,1
9536,-16,2017,2,2,2
9529,-16,2017,2,2,3
9558,-16,2017,2,2,4
9689,-16,2017,2,2,5
9700,-17,2017,2,2,6
9687,-16,2017,2,2,7
10149,-16,2017,2,2,8
10223,-17,2017,2,2,9
10257,-18,2017,2,2,10
10194,-16,2017,2,2,11
10300,-13,2017,2,2,12
10295,-12,2017,2,2,13
10310,-12,2017,2,2,14
10281,-11,2017,2,2,15
10272,-11,2017,2,2,16
10276,-12,2017,2,2,17
10221,-12,2017,2,2,18
10513,-14,2017,2,2,19
10674,-15,2017,2,2,20
10631,-17,2017,2,2,21
10510,-16,2017,2,2,22
10367,-16,2017,2,2,23
10196,-16,2017,2,3,0
9955,-17,2017,2,3,1
9663,-17,2017,2,3,2
9647,-17,2017,2,3,3
9761,-17,2017,2,3,4
9712,-17,2017,2,3,5
9754,-16,2017,2,3,6
9754,-17,2017,2,3,7
9937,-17,2017,2,3,8
10174,-19,2017,2,3,9
10159,-18,2017,2,3,10
10292,-16,2017,2,3,11
10233,-15,2017,2,3,12
10211,-14,2017,2,3,13
10120,-13,2017,2,3,14
10085,-12,2017,2,3,15
10139,-12,2017,2,3,16
10138,-12,2017,2,3,17
10161,-12,2017,2,3,18
10563,-14,2017,2,3,19
10594,-15,2017,2,3,20
10607,-16,2017,2,3,21
10629,-17,2017,2,3,22
10302,-17,2017,2,3,23
10153,-17,2017,2,4,0
9765,-17,2017,2,4,1
9593,-17,2017,2,4,2
9521,-17,2017,2,4,3
9525,-17,2017,2,4,4
9515,-18,2017,2,4,5
9552,-18,2017,2,4,6
9566,-19,2017,2,4,7
10070,-18,2017,2,4,8
10257,-18,2017,2,4,9
10531,-18,2017,2,4,10
10570,-18,2017,2,4,11
10382,-18,2017,2,4,12
10139,-17,2017,2,4,13
10053,-17,2017,2,4,14
10046,-18,2017,2,4,15
10199,-18,2017,2,4,16
10234,-19,2017,2,4,17
10236,-19,2017,2,4,18
10821,-19,2017,2,4,19
10857,-20,2017,2,4,20
10831,-21,2017,2,4,21
10631,-22,2017,2,4,22
10386,-22,2017,2,4,23
10043,-23,2017,2,5,0
9774,-24,2017,2,5,1
9538,-24,2017,2,5,2
9529,-24,2017,2,5,3
9516,-24,2017,2,5,4
9488,-24,2017,2,5,5
9506,-24,2017,2,5,6
9694,-25,2017,2,5,7
10092,-25,2017,2,5,8
10462,-25,2017,2,5,9
